target_approval_pct,actual_approval_pct,threshold,bad_rate_pct,avg_amount_cents,expected_loss_pct_fee_1,expected_loss_pct_fee_2,expected_loss_pct_fee_3
40.0,40.01348011682768,0.17794116173615296,7.186973610331275,60060.35148792813,6.186973610331275,5.186973610331275,4.186973610331275
60.0,60.03145360593125,0.2579567917147383,12.836826347305388,57030.662799401194,11.836826347305388,10.836826347305388,9.836826347305388
80.0,80.27409570882948,0.27876010189454725,16.51273439686538,54020.74559193954,15.51273439686538,14.51273439686538,13.51273439686538
