roc_auc,pr_auc,brier,log_loss,ece,pay_frequency,count,positive_rate_pct
0.6980235719834813,0.31231166283932377,0.13916105999445055,0.4390847906323908,0.018343320706689877,biweekly,1618,18.294190358467244
0.746180707114797,0.29671693087020257,0.08756389307154377,0.3043002613434724,0.038871255953964415,monthly,266,10.902255639097744
0.7184858792001649,0.2796105331717139,0.12927185260955143,0.4155236515210625,0.029674515113882628,semimonthly,529,16.6351606805293
0.6640977577443806,0.33691642862494336,0.16458792642591383,0.4982287031646651,0.024202181232683327,weekly,2038,22.767419038272816
